date_time_(UTC)	channel	duration	https://archive.org/details/	text
2017-10-30 00:08:00	CNNW	19	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/480	WSJ EDITORIAL BOARD: MUELLER SHOULD RESIGN. . Shimon Prokupecz OW Crime and Justice Reporter\nMUELLER FACING NEW REPUBLICAN PRESSURE TO RESIGN. . April Ryan White House Correspondent, American Urban Radio Networks\nMUELLER FACING...
2017-10-30 00:09:00	CNNW	49	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/540	WSJ EDITORIAL BOARD: MUELLER SHOULD RESIGN. . Shimon Prokupecz OW Crime and Justice Reporter\nFIRST ARREST IN MUELLER PROBE COULD COME MONDAY\nFIRST ARREST IN MUELLER PROBE COULD COME MONDAY. . Patrick Healy Editor. New York Times
2017-10-30 00:09:00	MSNBCW	35	MSNBCW_20171029_230000_Kasie_DC/start/4140	W PRESIDENT SEES SUPPORT SLIP IN LATEST NBC/WSJ POLL\n7W? NBC/WSJ POLL: DEMS HAVE 7-POINT EDGE OVER. \u00bb , GOD IN GENERIC CONGRESSIONAL BALLOT
2017-10-30 00:10:00	CNNW	60	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/600	FIRST ARREST IN MUELLER PROBE COULD COME MONDAY. . Patrick Healy Editor, New York Times
2017-10-30 00:11:00	CNNW	45	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/660	FIRST ARREST IN MUELLER PROBE COULD COME MONDAY. . April Ryan White House Correspondent, American Urban Radio Networks\nFIRST ARREST IN MUELLER PROBE COULD COME MONDAY
2017-10-30 00:11:00	MSNBCW	24	MSNBCW_20171029_230000_Kasie_DC/start/4260	7W PRESIDENT SEES SUPPORT SLIP IN LATEST NBC/WSJ POLL\nW PUERTO RICO CANCElS CONTROVERSIALWHITEFISH CONTRACT AMID SCRUTINY
2017-10-30 00:12:00	CNNW	17	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/720	NAW INVESTIGATING TWO SEALS IN GREEN BERET'S DEATH\nNCIS INVESTIGATES NAW SEALS IN GREEN BERET'S \"HOMICIDE\"\nFIRST ARREST IN MUELLER PROBE COULD COME MONDAY. . April Ryan White House...
2017-10-30 00:13:00	CNNW	16	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/780	PUERTO RICO SEEKS TO END CONTROVERSIAL POWER CONTRACT\nNCIS INVESTIGATES NAW SEALS IN GREEN BERET'S \"HOMICIDE\"\nNYT: MILITARY OFFICIALS SAY STRANGULATION WAS CAUSE OF DEATH\nARMY STAFF SGT....
2017-10-30 00:13:00	MSNBCW	32	MSNBCW_20171029_230000_Kasie_DC/start/4380	W WHITEFISH CEO DEFENDS PUERTO RICO DEAL\n;W'F PUERTO RICO CANCELS CONTROVERSIAL. , WHITEFISH CONTRACT AMID SCRUTINY
2017-10-30 00:14:00	CNNW	5	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/840	Heart Failure symptoms increase the risk\nENTRESTO is a prescription medicine for adults with\nENTRESTO is used with other Heart Failure medicines
2017-10-30 00:14:00	MSNBCW	22	MSNBCW_20171029_230000_Kasie_DC/start/4440	W WHITEFISH cao DEFENDS PUERTO RICO DEAL\n(W WHITEFISH cao DEFENDS PUERTO RICO DEAL
2017-10-30 00:16:00	CNNW	7	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/960	Entyvio.com 1.844.ENTYV|O
2017-10-30 00:18:00	CNNW	29	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1080	PUERTO RICO WANTS TO CANCEL $3OO MILLION \"WHITEFISH\" CONTRACT. . Island's electric utility trying to scrap power restoration deal with Montana firm
2017-10-30 00:19:00	CNNW	32	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1140	PUERTO RICO WANTS TO CANCEL $3OO MILLION \"WHITEFISH\" CONTRACT\nPUERTO RICO WANTS TO CANCEL $3OO MILLION \"WHITEFISH\" CONTRACT. . Island's electric utility trying to scrap power restoration deal with...
2017-10-30 00:19:00	MSNBCW	46	MSNBCW_20171029_230000_Kasie_DC/start/4740	W so YOU'RE TELLING ME THERE'S A CHANCE
2017-10-30 00:20:00	CNNW	23	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1200	PUERTO RICO WANTS TO CANCEL $3OO MILLION \u201cWHITEFISHII CONTRACT. . Island's electric utility trying to scrap power restoration deal with Montana firm\nPUERTO RICO WANTS TO CANCEL $3OO MILLION \u201cWHITEFISH'I CONTRACT. . Island's electric utility trying to scrap power restoration deal...
2017-10-30 00:20:00	MSNBCW	45	MSNBCW_20171029_230000_Kasie_DC/start/4800	W\u201c REP. KEITH ELLISON ONE-ON-ONE\nW\u201c so YOU'RE TELLING ME THERE'S A CHANCE
2017-10-30 00:21:00	CNNW	9	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1260	UH. . mm mean an _
2017-10-30 00:21:00	MSNBCW	50	MSNBCW_20171029_230000_Kasie_DC/start/4860	(D) MISSOURI
2017-10-30 00:23:00	MSNBCW	26	MSNBCW_20171029_230000_Kasie_DC/start/4980	W REP. ELLISON: WE ARE LUCKY. ' , To HAVE A LOT OF LEADERS
2017-10-30 00:25:00	CNNW	39	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1500	FIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY\n1-8OO-831-37OO mesobook.com. . Mesothelioma Book\nFIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY. . Rep. Ted Lieu | (D)...
2017-10-30 00:25:00	MSNBCW	62	MSNBCW_20171029_230000_Kasie_DC/start/5100	(WE REP. ELLISON: \"I'M NOT LOOKING FOR A MESSIAH\". , To BEAT DONALD TRUMP IN 2O2O
2017-10-30 00:26:00	CNNW	27	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1560	FIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY. . Rep. Ted Lieu (D) California\nFIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY\nFIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY. . Rep. Ted Lieu Member,...
2017-10-30 00:27:00	CNNW	34	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1620	FIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY. . Rep. Ted Lieu Member, House Foreign Affairs Committee\nFIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY
2017-10-30 00:27:00	FOXNEWSW	25	FOXNEWSW_20171030_000000_OBJECTified/start/1620	ES TRUMP UNLEASHES NEW CRITICISM OF INVESTIGATIONS. ITO POSSIBLE TIES BTW CAMPAIGN ASSOCIATES & RUSSIA\nLAS VEGAS GUNMAN'S BRAIN SENT FOR. MICROSCOPIC STUDY AT STANFORD UNIV\nLAS VEGAS GUNMAN' S BRAIN SENT FOR. MICROSCOPIC STUDY AT...
2017-10-30 00:27:00	MSNBCW	39	MSNBCW_20171029_230000_Kasie_DC/start/5220	REP. ELLISON: ROY MOORE SHOULD. READ THE 1 51' AMENDMENT\nKW REP. KEITH ELLISON ONE-ON-ONE
2017-10-30 00:28:00	CNNW	30	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1680	REP. LIEU TO SANDERS: YOU ARE \"DUMB AS A ROCK\"\nCLINTON CAMP, DNC FUNDED RESEARCH LINKED TO DOSSIER\nREP. LIEU TO SANDERS: YOU ARE \"DUMB AS A ROCK\". . . . Rep. Ted Lieu (D)...
2017-10-30 00:29:00	CNNW	36	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1740	CLINTON CAMP, DNC FUNDED RESEARCH LINKED TO DOSSIER\nCLINTON CAMP, DNC FUNDED RESEARCH LINKED TO DOSSIER. . Rep. Ted Lieu (D) California\nFIRST ARREST IN MUELLER INVESTIGATION MAY COME...
2017-10-30 00:29:00	MSNBCW	49	MSNBCW_20171029_230000_Kasie_DC/start/5340	W\u201c REP. KEITH ELLISON ONE-ON-ONE\n\u00abW REP. KEITH ELLISON ONE-ON-ONE
2017-10-30 00:30:00	CNNW	22	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1800	FIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY\nFIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY. . Rep. Ted Lieu Member, House Foreign Affairs Committee\nCLINTON CAMP, DNC...
2017-10-30 00:31:00	CNNW	3	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1860	FIRST ARREST IN MUELLER INVESTIGATION MAY COME MONDAY
2017-10-30 00:32:00	CNNW	5	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1920	Don\u2019t take ENTRESTO with aliskiren
2017-10-30 00:33:00	CNNW	4	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/1980	Diabetic heart disease\u201d refers to heart disease that develops in people who have diabei
2017-10-30 00:35:00	BBCNEWS	8	BBCNEWS_20171030_003000_HARDtalk/start/300	Dr BEHNICE A. KING. CEO, The King Center
2017-10-30 00:35:00	CNNW	18	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2100	ASHLEY JUDD OFFERS TIPS ON HANDLING SEXUAL HARASSMENT
2017-10-30 00:36:00	CNNW	27	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2160	ASHLEY JUDD OFFERS TIPS ON HANDLING SEXUAL HARASSMENT. . Rachel Sklar Founder, THELi.st\nASHLEY JUDD OFFERS TIPS ON HANDLING SEXUAL HARASSMENT
2017-10-30 00:37:00	CNNW	44	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2220	DARYL HANNAH EXPLAINS STRUGGLE OF GOING PUBLIC ABOUT WEINSTEIN\nDARYL HANNAH EXPLAINS STRUGGLE OF GOING PUBLIC ABOUT WEINSTEIN. . Brian Stelter CJ\\N Host, Reliable Sources
2017-10-30 00:37:00	FOXNEWSW	3	FOXNEWSW_20171030_000000_OBJECTified/start/2220	1-8OO-4-LIBERTY. VISIT A LOCAL OFFICE
2017-10-30 00:38:00	CNNW	22	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2280	DARYL HANNAH EXPLAINS STRUGGLE OF GOING PUBLIC ABOUT WEINSTEIN\nAT LEASTA DOZEN WOMEN ACCUSE MARK HALPERIN OF HARASSMENT\nDARYL HANNAH EXPLAINS STRUGGLE OF GOING PUBLIC ABOUT WEINSTEIN. . Brian...
2017-10-30 00:39:00	CNNW	35	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2340	AT LEASTA DOZEN WOMEN ACCUSE MARK HALPERIN OF HARASSMENT\nAT LEAST A DOZEN WOMEN ACCUSE MARK HALPERIN OF HARASSMENT. . Rachel Sklar Founder, THELi.st\nAT LEAST A DOZEN WOMEN ACCUSE MARK...
2017-10-30 00:39:00	MSNBCW	6	MSNBCW_20171029_230000_Kasie_DC/start/5940	SISTER ACT
2017-10-30 00:40:00	CNNW	40	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2400	AT LEAST A DOZEN WOMEN ACCUSE MARK HALPERIN OF HARASSMENT. . Rachel Sklar Founder, THELi.st\nGEORGE H.W. BUSH FACES GROPING ALLEGATIONS\nAT LEASTA DOZEN WOMEN ACCUSE MARK HALPERIN OF HARASSMENT
2017-10-30 00:41:00	CNNW	43	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2460	GEORGE H.W. BUSH FACES GROPING ALLEGATIONS\nGEORGE H.W. BUSH FACES GROPING ALLEGATIONS. . Brian Stelter OW Host, Reliable Sources
2017-10-30 00:42:00	CNNW	47	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2520	GEORGE H.W. BUSH FACES GROPING ALLEGATIONS. . Rachel Sklar Founder, THELi.st\nGEORGE H.W. BUSH FACES GROPING ALLEGATIONS
2017-10-30 00:43:00	CNNW	10	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2580	PARTS UNKNOWN: SRI LANKA'S NEWFOUND PEACE\nGEORGE H.W. BUSH FACES GROPING ALLEGATIONS\nGEORGE H.W. BUSH FACES GROPING ALLEGATIONS. . Rachel Sklar Founder, THELi.st
2017-10-30 00:43:00	MSNBCW	11	MSNBCW_20171029_230000_Kasie_DC/start/6180	\ufb02? BUSH DAUGHTERS ON FAMILY'S. ' , GENERATIONAL DIFFERENCES\nFORMER FIRST DAUGHTERS ON TALKING POLITICS. WITH THEIR FATHER. PRESIDENT GEORGE w. BUSH\nFIII I MARRIAGE FOIIAI ITV
2017-10-30 00:44:00	MSNBCW	17	MSNBCW_20171029_230000_Kasie_DC/start/6240	W FORMER FIRST DAUGHTER ON SPEAKING OUT\nFORMER FIRST DAUGHTERS ON POLITICAL ATTACKS. AGAINST THEIR FATHER. GEORGE w. BUSH
2017-10-30 00:46:00	CNNW	4	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2760	Entyvio.com 1.844.ENTYV|O
2017-10-30 00:46:00	FOXNEWSW	9	FOXNEWSW_20171030_000000_OBJECTified/start/2760	INSIDE THE COMMITTEE
2017-10-30 00:46:00	MSNBCW	15	MSNBCW_20171029_230000_Kasie_DC/start/6360	7W JENNA BUSH HAGER ON GRANDMOTHER BARBARA. BUSH: \"SHE'S A REALLY swam: WOMAN\"\n(w? JENNA BUSH HAGER: FMR. FIRST LADY BARBARA BUSH. ' ; \"USED HER VOICE To pnmscr psopu: SHE lOVED\
2017-10-30 00:47:00	CNNW	14	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2820	BOURDAIN RETURNS TO POST-CIVIL WAR SRI LANKA
2017-10-30 00:47:00	MSNBCW	24	MSNBCW_20171029_230000_Kasie_DC/start/6420	W FORMER FIRST DAUGHTERS ON NEW BOOK \"SISTERS FIRST\"\n7W FORMER FIRST DAUGHTERS ON NEW BOOK \"SISTERS FIRST\
2017-10-30 00:48:00	CNNW	53	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2880	BOURDAIN RETURNS TO POST-CIVIL WAR SRI LANKA\nANTHONY BOURDAIN. PARTS UNKNOWN NEXT
2017-10-30 00:49:00	CNNW	56	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/2940	BOURDAIN RETURNS TO POST-CIVIL WAR SRI LANKA\nBOURDAIN RETURNS TO POST-CIVIL WAR SRI LANKA. . Anthony Bourdain OW Host, Parts Unknown
2017-10-30 00:49:00	MSNBCW	8	MSNBCW_20171029_230000_Kasie_DC/start/6540	OR REDNEE. . J
2017-10-30 00:50:00	CNNW	62	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/3000	BOURDAIN RETURNS TO POST-CIVIL WAR SRI LANKA
2017-10-30 00:51:00	CNNW	49	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/3060	SRI LANKA'S NEWFOUND PEACE, TONIGHT AT 9P ET\nBOURDAIN RETURNS TO POST-CIVIL WAR SRI LANKA
2017-10-30 00:52:00	CNNW	45	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/3120	HOW CIVIL WAR IMPACTED SRI LANKA'S ARTS & CUISINE\nSRI LANKA'S NEWFOUND PEACE, TONIGHT AT 9P ET
2017-10-30 00:54:00	CNNW	13	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/3240	SRI LANKA'S NEWFOUND PEACE, TONIGHT AT 9P ET\nTRUMP-INSPIRED HALLOWEEN COSTUMES
2017-10-30 00:54:00	MSNBCW	15	MSNBCW_20171029_230000_Kasie_DC/start/6840	WHAT TO WATCH FOR THIS WEEK\nKW WHAT TO WATCH FOR THIS WEEK\n{W WHAT TO WATCH FOR THIS WEEK\n(ah? WHAT TO WATCH FOR THIS WEEK
2017-10-30 00:55:00	BBCNEWS	35	BBCNEWS_20171030_003000_HARDtalk/start/1500	DARREN BETI\u2019
2017-10-30 00:55:00	MSNBCW	57	MSNBCW_20171029_230000_Kasie_DC/start/6900	W WHAT TO WATCH FOR THIS WEEK
2017-10-30 00:56:00	CNNW	8	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/3360	888-554-DIET
2017-10-30 00:56:00	MSNBCW	14	MSNBCW_20171029_230000_Kasie_DC/start/6960	TRUMP'S TRICK OR TREAT\nW WHAT TO WATCH FOR THIS WEEK
2017-10-30 00:57:00	CNNW	3	CNNW_20171030_000000_CNN_Newsroom_With_Ana_Cabrera/start/3420	I U\u201d l)y)IUIII.LUIIIIIUUII Id. . Fm: bars 5 shukzs any Aweek plan hm order only Free smppmg conunenm us un'y
2017-10-30 01:00:00	BBCNEWS	20	BBCNEWS_20171030_003000_HARDtalk/start/1800	CATALONIA CRISIS\nFAREWELL TO THE KING\nRETURN TO MARAWI
2017-10-30 01:02:00	CNNW	20	CNNW_20171030_010000_Anthony_Bourdain_Parts_Unknown/start/120	#PartsUnknown
2017-10-30 01:04:00	BBCNEWS	9	BBCNEWS_20171030_010000_Newsday/start/240	NEWSDAV Hong Kong O9 O4\nNEWSDAV
2017-10-30 01:04:00	FOXNEWSW	13	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/240	EVE: THE COMMITTEE THAT APPROVED URANIUM. EAL HAS A HISTORY OF SELLING OUT AMERICA
2017-10-30 01:04:00	MSNBCW	11	MSNBCW_20171030_010000_Dateline_Extra/start/240	SEP 5 2OO9 1;\nSEP 4 2OO9 1]
2017-10-30 01:06:00	MSNBCW	9	MSNBCW_20171030_010000_Dateline_Extra/start/360	those, \u2019Iike, TV detective rooms.
2017-10-30 01:07:00	BBCNEWS	22	BBCNEWS_20171030_010000_Newsday/start/420	WOMEN IN SAUDI ARABIA. Women will be allowed to attend sports events\nRUSSIAN COLLUSION INQUIRY. Trump tweets against Clinton and Democrats\nRUSSIAN COLLUSION INOUIRV. Trump tweets against Clinton and...
2017-10-30 01:07:00	FOXNEWSW	9	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/420	PRESSURE MOUNTS FOR CFIUS MEMBERS TO ' \u2014. PLAIN WHY THEY APPROVED URANIUM ONE DEAL
2017-10-30 01:08:00	BBCNEWS	12	BBCNEWS_20171030_010000_Newsday/start/480	NEWSDAV London\
2017-10-30 01:08:00	FOXNEWSW	7	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/480	SJ: FIRST ARREST IN MUELLER INVESTIGATION. COULD HAPPEN AS SOON AS MONDAY
2017-10-30 01:08:00	MSNBCW	11	MSNBCW_20171030_010000_Dateline_Extra/start/480	Individual results may vary.
2017-10-30 01:10:00	BBCNEWS	13	BBCNEWS_20171030_010000_Newsday/start/600	JALICAREZA JAMAIL. Volunteer\nSALAHUDDIN ABULLAH. Returning resident
2017-10-30 01:11:00	BBCNEWS	18	BBCNEWS_20171030_010000_Newsday/start/660	THAI KING MOURNING
2017-10-30 01:12:00	FOXNEWSW	13	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/720	fedex.com/affordableground
2017-10-30 01:14:00	FOXNEWSW	6	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/840	STEVE: ELITES TALK DOWN. TO TRUMP SUPPORTERS. . an\nSTEVE. ELITES TALK DOWN. TO TRUMP SUPPORTERS. . _ an. . . . . . PREMIER\u201c TOMORROW. m
2017-10-30 01:15:00	CNNW	7	CNNW_20171030_010000_Anthony_Bourdain_Parts_Unknown/start/900	SEE MORE Ar CHLCOM/PROGRESSMAKERS
2017-10-30 01:16:00	CNNW	11	CNNW_20171030_010000_Anthony_Bourdain_Parts_Unknown/start/960	#PartsUnknown
2017-10-30 01:17:00	BBCNEWS	11	BBCNEWS_20171030_010000_Newsday/start/1020	FAREWELL To THAI KING. Year long mourning period has now ended\nFAREWELL To THAI KING. King's ashes were enshrined in two royal temples\nFAREWELL TO THAI KING. King died aged 88 in October...
2017-10-30 01:18:00	BBCNEWS	10	BBCNEWS_20171030_010000_Newsday/start/1080	FAREWELL TO THAI KING. King's ashes were enshrined in two royal temples\nFAREWELL TO THAI KING. Year long mourning period has now ended\nFAREWELL TO THAI KING. King died aged 88 in October 2O16\nFAREWELL To...
2017-10-30 01:19:00	BBCNEWS	8	BBCNEWS_20171030_010000_Newsday/start/1140	> L.'. NEWSDAY \u201dh\nOUTER SPACE 'ALIEN' ROCK. Astronomers spot rock 1mm outside our solar system\nOUTER SPACE 'ALIEN' ROCK. Astronomers spot rock from...
2017-10-30 01:20:00	BBCNEWS	17	BBCNEWS_20171030_010000_Newsday/start/1200	OUTER SPACE 'ALIEN' ROCK. Rock discovered by powerful telescope in Hawaii\nOUTER SPACE 'ALIEN' ROCK. Rock is very faint speck of light moving very fast\nOUTER SPACE 'ALIEN' ROCK. Object came from direction of...
2017-10-30 01:20:00	FOXNEWSW	6	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/1200	> @LESLIEMARSHALL. . STEVE: ELITES TALK DOWN. TO Tm IMP SI IppnnTFns
2017-10-30 01:21:00	BBCNEWS	10	BBCNEWS_20171030_010000_Newsday/start/1260	OUTER SPACE 'ALIEN' ROCK. Object came from direction of constellation of Lyra\nOUTER SPACE 'ALIEN' ROCK. Limited time to watch object before it disappears\nOUTER SPACE 'ALIEN' ROCK. Astronomers spot rock 1mm...
2017-10-30 01:22:00	FOXNEWSW	16	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/1320	BUY NOW AT RING.COM
2017-10-30 01:23:00	FOXNEWSW	8	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/1380	UUU Viv IIIIII. . WaMisystemsqmlleqn13,747...\u201d7,.
2017-10-30 01:24:00	BBCNEWS	4	BBCNEWS_20171030_010000_Newsday/start/1440	RIBAV SARDESAI. Football player
2017-10-30 01:27:00	FOXNEWSW	6	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/1620	b ANITA VOGEL I FOX NEWS\nLPING FAMILIES MAKE SMART MEDIA CHOICES I ~. . \u2014.\u2014 ..\u2014u\u2014 3mm IITIn|l .... n\u2014nm .... u\u201c
2017-10-30 01:28:00	FOXNEWSW	33	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/1680	STEVE TALKS TO AUTHOR JEAN TWENGE ABOUT. THE ROLE TECH PLAYS IN THE LIVES OF CHILDREN
2017-10-30 01:31:00	MSNBCW	7	MSNBCW_20171030_010000_Dateline_Extra/start/1860	By prescription only HUM. . :rlalim\nHUMIRA is taken by Injection HUM. . :rlalim
2017-10-30 01:32:00	FOXNEWSW	30	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/1920	> KIRA DAVIS l REDSTATE.COM CONTRIBUTOR\nDS AND TECH: WHAT PARENTS NEED TO KNOW. . -\u2014..\u2014 u\u2014v\u2014 3|:an IITII'I|I m. -\u2014\u2014..\u2014 .m m...
2017-10-30 01:33:00	FOXNEWSW	23	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/1980	b LESLIE MARSHALL | FOX NEWS CONTRIBUTOR
2017-10-30 01:33:00	MSNBCW	14	MSNBCW_20171030_010000_Dateline_Extra/start/1980	PUERTO RICO WANTS TO CANCEL $3OO MILLION CONTRACT. WITH SMAI I MONTANA mMpANv IN HIIDDICANF meVva
2017-10-30 01:34:00	FOXNEWSW	16	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/2040	> REIHAN SALAM | EXECUTIVE EDITOR, NATIONAL REVIEW\nDS AND TECH: WHAT PARENTS NEED TO KNOW. . \u2014.\u2014 ..\u2014v\u2014 3mm IITInIl .... gun-u\u2014 .m Mu
2017-10-30 01:35:00	BBCNEWS	10	BBCNEWS_20171030_013000_Asia_Business_Report/start/300	New Zealand looking to renegotiate free trade pad\n11 remaining countries to meet in Japan this week\nNew Zealand looking to renegotiate tree trade pact
2017-10-30 01:36:00	FOXNEWSW	4	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/2160	esuronce.com | 1-8OO-ESURANCE. . Allstate products are not available through Esuronce
2017-10-30 01:37:00	FOXNEWSW	7	FOXNEWSW_20171030_010000_The_Next_Revolution_With_Steve_Hilton/start/2220	\\VXarelto. . wamyahan MnIAK
2017-10-30 01:43:00	BBCNEWS	5	BBCNEWS_20171030_013000_Asia_Business_Report/start/780	JEREMY HUNT MP. Health Secretary
