date_time_(UTC)	channel	duration	https://archive.org/details/	text
2017-11-22 17:03:00	MSNBCW	22	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/180	TRUMP BACKS MOORE IN ALABAMA SENATE RACE, POINTS TO DENIALS\nTRUMP: \"WE DON'T NEED A LIBERAL\" |N ALABAMA SENATE SEAT\nTRUMP: MOORE \"TOTALLY DENIES IT\" AND \"YOU HAVE TO LISTEN TO HIM\"\nMOORE: \"I...
2017-11-22 17:04:00	CNNW	33	CNNW_20171122_170000_Inside_Politics/start/240	GOP SOURCE: TRUMP'S CHOICE ABOUT POLICY, MAINTAINING SENATE EDGE. . Jeff Zeleny OW Senior White House Correspondent\nGOP SOURCE: TRUMP'S CHOICE ABOUT POLICY, MAINTAINING SENATE EDGE\nTRUMP ON MOORE: \"HE TOTALLY DENIES IT\
2017-11-22 17:04:00	FOXNEWSW	9	FOXNEWSW_20171122_170000_Outnumbered/start/240	DOUG JONES. . AI ADAAAA CEKIATI: fAkILII'JATI:
2017-11-22 17:04:00	MSNBCW	31	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/240	TRUMP BACKS MOORE IN ALABAMA SENATE RACE, POINTS TO DENIALS\nTRUMP: MOORE \"TOTALLY DENIES IT\" AND \"YOU HAVE TO LISTEN TO HIM\"\nMOORE CONSIDERING LEGAL ACTION AGAINST HIS ACCUSERS\nMOORE: \"WE'RE...
2017-11-22 17:05:00	BBCNEWS	4	BBCNEWS_20171122_170000_BBC_News_at_Five/start/300	PHILIP HAMMOND MP. Chancellor of the Exchequer
2017-11-22 17:05:00	CNNW	27	CNNW_20171122_170000_Inside_Politics/start/300	GOP SOURCE: TRUMP'S CHOICE ABOUT POLICY, MAINTAINING SENATE EDGE\nGOP SOURCE: TRUMP'S CHOICE ABOUT POLICY, MAINTAINING SENATE EDGE. . Jeff Zeleny CIW Senior White House Correspondent\nTRUMP DEFENDS...
2017-11-22 17:05:00	FOXNEWSW	4	FOXNEWSW_20171122_170000_Outnumbered/start/300	A BAMA SENATE CANDIDATE ROY MOORE SHOWS NO SIGNS OF. I ' I ' ' A I I ' A A ' A I A A A '
2017-11-22 17:05:00	MSNBCW	16	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/300	CBS, PBS, BLOOMBERG CUT TIES WITH CHARLIE ROSE\nTRUMP: MOORE \"TOTALLY DENIES IT\" AND \"YOU HAVE TO LISTEN TO HIM\"\nCBS: THREE CBS EMPLOYEES COME FORWARD. WITH ALLEGATIONS AGAINST...
2017-11-22 17:06:00	BBCNEWS	6	BBCNEWS_20171122_170000_BBC_News_at_Five/start/360	PAUL JOHNSON. Director, Institute for Fiscal Studies
2017-11-22 17:06:00	CNNW	36	CNNW_20171122_170000_Inside_Politics/start/360	TRUMP DEFENDS MOORE, DOUBTS HIS ACCUSERS. . Julie Davis The New York Times\nTRUMP DEFENDS MOORE, DOUBTS HIS ACCUSERS
2017-11-22 17:06:00	FOXNEWSW	12	FOXNEWSW_20171122_170000_Outnumbered/start/360	RESIDENT TRUMP. WE DON' T NEED A LIBERAL PERSON IN. IFDI: Inns: Ic \"TFDDIRIF\" nu rDIMI: nnonco n MIIITADV\n'ESIDENT TRUM:P WE D'ON T NEED A LIBERAL PERSON IN
2017-11-22 17:06:00	MSNBCW	28	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/360	CBS, PBS, BLOOMBERG CUT TIES WITH CHARLIE ROSE\nFORMER INTERN: CHARLIE ROSE SHOWED ME GRAPHIC. SEX SCENE FROM A MOVIE. BUT DID NOT TOUCH ME\nCBS: THREE CBS EMPLOYEES COME FORWARD....
2017-11-22 17:07:00	BBCNEWS	6	BBCNEWS_20171122_170000_BBC_News_at_Five/start/420	BUDGET 2O17. Chancellor has delivered tax and spending plans
2017-11-22 17:07:00	CNNW	50	CNNW_20171122_170000_Inside_Politics/start/420	TRUMP: \"DON'T NEED A LIBERAL\" IN AL SENATE SEAT\nTRUMP DEFENDS MOORE, DOUBTS HIS ACCUSERS\nTRUMP DEFENDS MOORE, DOUBTS HIS ACCUSERS. . Toluse Olorunnipa Bloomberg
2017-11-22 17:07:00	FOXNEWSW	6	FOXNEWSW_20171122_170000_Outnumbered/start/420	PRESIDENT TRUMP BREAKS HIS SILENCE
2017-11-22 17:07:00	MSNBCW	37	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/420	EX-CO ANCHOR GAYLE KING: \"I AM RAW\" OVER CHARLIE ROSE ALLEGATIONS\nCBS, PBS, BLOOMBERG CUT TIES WITH CHARLIE ROSE
2017-11-22 17:08:00	BBCNEWS	20	BBCNEWS_20171122_170000_BBC_News_at_Five/start/480	BUDGET 2O17. Chancellor has delivered tax and spending plans\nBUDGET 2O17. Growth lorecasts downgraded for next four years\nBUDGET 2O17. OBH: Debt to peak this year then fall as share O1 GDP\nBUDGET...
2017-11-22 17:08:00	CNNW	7	CNNW_20171122_170000_Inside_Politics/start/480	MOORE'S PASTOR FRIEND: HE LOOKED TO YOUNGER. GIRLS BECAUSE OTHER WOMEN WEREN'T AVAILABLE TO HIM\nTRUMP: \"DON'T NEED A LIBERAL\" IN AL SENATE SEAT
2017-11-22 17:08:00	MSNBCW	30	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/480	CBS, PBS, BLOOMBERG CUT TIES WITH CHARLIE ROSE\nHOUSE ETHICS PANEL LAUNCHING PROBE INTO REP. CONYERS\nDETROIT FREE PRESS: REP. CONYERS MUST RESIGN
2017-11-22 17:09:00	BBCNEWS	12	BBCNEWS_20171122_170000_BBC_News_at_Five/start/540	BUDGET 2O17. Chancellor announces hmher \u00a33bn for Brexit prepara\ufb01ons\nBUDGET 2O17. Seven-day waiting period for Universal Credit abolished\nBUDGET 2O17. Productivity Investment fund rises to to over...
2017-11-22 17:09:00	CNNW	35	CNNW_20171122_170000_Inside_Politics/start/540	TRUMP DEFENDS MOORE, DOUBTS HIS ACCUSERS\nMOORE'S PASTOR FRIEND: HE LOOKED TO YOUNGER. GIRLS BECAUSE OTHER WOMEN WEREN'T AVAILABLE TO HIM
2017-11-22 17:09:00	FOXNEWSW	27	FOXNEWSW_20171122_170000_Outnumbered/start/540	PRESIDENT TRUMP BREAKS HIS SILENCE. I L A A I x A A L ' I . A I I '\n' ESIDENT TRUM:P WE D'ON T NEED A LIBERAL PERSON IN\nPRESIDENT TRUMP BREAKS HIS SILENCE
2017-11-22 17:09:00	MSNBCW	21	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/540	DETROIT FREE PRESS: REP. CONYERS MUST RESIGN\nREPORT: NEW ACCUSER ALLEGED IN LAWSUIT SHE \"REPEATEDLY. AND DAILY\" DEALT WITH UNWANTED TOUCHING BY REP. CONYERS\nREP. CONYERS: \"I...
2017-11-22 17:10:00	BBCNEWS	12	BBCNEWS_20171122_170000_BBC_News_at_Five/start/600	BUDGET 2O17. Chancellor has delivered tax and spending plans\nBUDGET 2O17. Growth torecasts downgraded for next four years\nBUDGET 2O17. OBR: Debt to peak this year then fall as share O1 GDP\nBUDGET...
2017-11-22 17:10:00	CNNW	40	CNNW_20171122_170000_Inside_Politics/start/600	SOURCES: TRUMP BELIEVES MOORE CAN STILL WIN\nTRUMP DEFENDS MOORE, DOUBTS HIS ACCUSERS
2017-11-22 17:10:00	MSNBCW	31	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/600	REP. CONYERS ACKNOWLEDGES SE'I'I'LING CLAIM BY. EX-STAFFER WHO SAID SHE REJECT ED HIS SEXUAL ADVANCES\nHOUSE ETHICS PANEL LAUNCHING PROBE INTO REP. CONYERS\nJBNBC NEWS. KASIE HUNT CAPITOL HILL CORRESPONDENT\nREPORT: NEW ACCUSER ALLEGED IN...
2017-11-22 17:11:00	BBCNEWS	11	BBCNEWS_20171122_170000_BBC_News_at_Five/start/660	BUDGET 2O17. Living Wage to rise to 27,83 an hour from April\nBUDGET 2O17. Chancellor announces hmher \u00a33bn for Brexit prepara\ufb01ons\nBUDGET 2O17. Productivity Investment fund rises to to over \u00a331...
2017-11-22 17:11:00	CNNW	24	CNNW_20171122_170000_Inside_Politics/start/660	SOURCES: TRUMP BELIEVES MOORE CAN STILL WIN\nGOP SOURCE: TRUMP'S CHOICE IS ABOUT MAINTAINING SENATE EDGE\nGOP SOURCE: TRUMP'S CHOICE IS ABOUT MAINTAINING SENATE EDGE. . Julie Davis...
2017-11-22 17:11:00	FOXNEWSW	22	FOXNEWSW_20171122_170000_Outnumbered/start/660	n. I'l'kll IAAncncn
2017-11-22 17:11:00	MSNBCW	27	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/660	DETROIT FREE PRESS: REP. CONYERS MUST RESIGN\nHOUSE ETHICS PANEL LAUNCHING PROBE INTO REP. CONYERS\nREP. CONYERS: \"I EXPRESSLY AND VEHEMENTLY DENIED. THE ALLEGATIONS MADE AGAINST...
2017-11-22 17:12:00	BBCNEWS	11	BBCNEWS_20171122_170000_BBC_News_at_Five/start/720	BUDGET 2O17. Investment announced in ma'hs and computer science\nBUDGET 2O17. \u00a32.8bn in extra funding for the NHS in England\nBUDGET 2O17. Extra funding for pay 'if pay bodies recommend 11'\nBUDGET...
2017-11-22 17:12:00	CNNW	51	CNNW_20171122_170000_Inside_Politics/start/720	TRUMP BREAKS WITH GOP LEADERS ON MOORE SCANDAL\nTRUMP BREAKS WITH GOP LEADERS ON MOORE SCANDAL. . Julie Davis The New York Times
2017-11-22 17:12:00	MSNBCW	31	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/720	REP. CONYERS ACKNOWLEDGES SE'I'I'LING CLAIM BY. EX-STAFFER WHO SAID SHE REJECT ED HIS SEXUAL ADVANCES\nREPORT: NEW ACCUSER ALLEGED IN LAWSUIT SHE \"REPEATEDLY. AND DAILY\" DEALT WITH UNWANTED TOUCHING BY REP. CONYERS\nREP. CONYERS: \"I...
2017-11-22 17:13:00	BBCNEWS	11	BBCNEWS_20171122_170000_BBC_News_at_Five/start/780	BUDGET 2O17. No specific funding allocated lor public sector pay\nBUDGET 2O17. mm emergency wimer tunding tor England NHS trusts\nBUDGET 2O17. Hint of extra pay funding also (or paramedics and...
2017-11-22 17:13:00	CNNW	33	CNNW_20171122_170000_Inside_Politics/start/780	POLL: MAJORITY OF REPUBLICANS SAY THEY WOULD. VOTE FOR CANDIDATE ACCUSED OF SEXUAL HARASSMENT\nTRUMP BREAKS WITH GOP LEADERS ON MOORE SCANDAL\nMOORE'S DEM CHALLENGER: \"I BELIEVE THE WOMEN\
2017-11-22 17:13:00	MSNBCW	25	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/780	EX-REP. EDWARDS: I EXPERIENCED HARASSMENT. ON CAPITOL HILL DIDN'T FEEL EMPOWERED TO ACT\nHOUSE ETHICS PANEL LAUNCHING PROBE INTO REP. CONYERS\nREP. CONYERS ACKNOWLEDGES SE'I'I'LING CLAIM BY. EX-STAFFER WHO SAID SHE REJECT ED...
2017-11-22 17:14:00	BBCNEWS	11	BBCNEWS_20171122_170000_BBC_News_at_Five/start/840	BUDGET 2O17. Labour leader: The Tories are running out of time\nBUDGET 2O17. Labour MP: criticise Budget over lack O1 deience detail\nBUDGET 2O17. Corbyn: Budget fails to hackle UK's economic...
2017-11-22 17:14:00	CNNW	62	CNNW_20171122_170000_Inside_Politics/start/840	MOORE'S DEM CHALLENGER: \"I BELIEVE THE WOMEN\
2017-11-22 17:14:00	FOXNEWSW	8	FOXNEWSW_20171122_170000_Outnumbered/start/840	1-8OO-745-BOOK. . www.mesnhnnk.cnm
2017-11-22 17:14:00	MSNBCW	33	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/840	HOUSE ETHICS PANEL LAUNCHING PROBE INTO REP. CONYERS\nEX-REP. EDWARDS: I EXPERIENCED HARASSMENT. ON CAPITOL HILL DIDN'T FEEL EMPOWERED TO ACT
2017-11-22 17:15:00	BBCNEWS	11	BBCNEWS_20171122_170000_BBC_News_at_Five/start/900	BUDGET 2O17. Help for \ufb01rst-time buyers in London and expensive areas\nBUDGET 2O11. New \u00a322Om clean air fund announced\nBUDGET 2O17. Hammond: 8O% of \ufb01rst-time buyers will not pay stamp duty\nBUDGET 2O17....
2017-11-22 17:15:00	MSNBCW	24	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/900	EX-REP. EDWARDS: I EXPERIENCED HARASSMENT. ON CAPITOL HILL DIDN'T FEEL EMPOWERED TO ACT\nHOUSE ETHICS PANEL LAUNCHING PROBE INTO REP. CONYERS\nDETROIT FREE PRESS: REP. CONYERS MUST RESIGN
2017-11-22 17:16:00	BBCNEWS	11	BBCNEWS_20171122_170000_BBC_News_at_Five/start/960	BUDGET 2O17. Chancellor to investigate funher green taxes on plastic\nBUDGET 2O11. Further investment in electric and driverless cars\nBUDGET 2O11. Personal tax allowance to rise to \u00a311,859 from...
2017-11-22 17:16:00	CNNW	10	CNNW_20171122_170000_Inside_Politics/start/960	[ 1-8OO-552-1854
2017-11-22 17:16:00	FOXNEWSW	15	FOXNEWSW_20171122_170000_Outnumbered/start/960	ARCH & RESCUE OPERATION UNDERWAY FOR 3 MISSING\nOUSE ETHICS COMMITTEE LAUNCHES INVESTIGATION INTO. A I l I A AA I A I A A A ' ' I A '
2017-11-22 17:17:00	BBCNEWS	10	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1020	BUDGET 2O11. Higher rate tax threshold to rise to \u00a346,35O\nBUDGET 2O11. Taxes rise on tobacco and high strength alcohol\nBUDGET 2O11. Mnangagwa returns as Mugabe's likely successor\nBUDGET 2O11....
2017-11-22 17:17:00	FOXNEWSW	12	FOXNEWSW_20171122_170000_Outnumbered/start/1020	\ufb02 \u2014. -|OUSE ETHICS COMMITTEE LAUNCHES INVESTIGATION INTO. . IFCATInMC n: (FYI IAI MICf'nMnl If'T ARAIMCT DID rnmvzpc\nOUSE ETHICS COMMITTEE LAUNCHES INVESTIGATION INTO. A I A I A AA I A I A A A ' ' I A '
2017-11-22 17:17:00	MSNBCW	9	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1020	VISIT JAG UARUSA.COM
2017-11-22 17:18:00	BBCNEWS	11	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1080	BUDGET 2O17. Chancellor has delivered tax and spending plans\nBUDGET 2O17. Growth torecasts downgraded for next four years\nBUDGET 2O17. OBR: Debt to peak this year then fall as share O1 GDP\nBUDGET...
2017-11-22 17:19:00	BBCNEWS	19	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1140	ZIMBABWE'S FUTURE. Emmevson Mnangagwa has returned to Zimbabwe\nBUDGET 2O17. OBR delivers assessment of Chancellor's Budget\nBUDGET 2O17. Chancellor: Public borrowing 1O lall every year to...
2017-11-22 17:19:00	CNNW	25	CNNW_20171122_170000_Inside_Politics/start/1140	3 MISSING AFTER NAW TRANSPORT PLANE CRASH OFF JAPAN\nafhth/SW 1-8OO-38O-62O1. . W5\u201d '\u201d \u201c\u201c35 AmericanStandardTubs.com\n3 MISSING AFI'ER NAW TRANSPORT PLANE CRASH OFF JAPAN. ....
2017-11-22 17:19:00	FOXNEWSW	7	FOXNEWSW_20171122_170000_Outnumbered/start/1140	NGRESSMAN CONYERS TO COOPERATE WITH HOUSE ETHICS. In\u201c. A A IA A IA A .A A AA _AA
2017-11-22 17:19:00	MSNBCW	33	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1140	NAW: 8 RESCUED, 3 STILL MISSING AFI'ER PLANE CRASH NEAR JAPAN
2017-11-22 17:20:00	BBCNEWS	37	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1200	ZIMBABWE'S FUTURE. Emmevson Mnangagwa has returned to Zimbabwe\nZIMBABWE'S FUTURE. Emmerson Mnangagwa has returned to Zimbabwe\nEMMERSON MNANGAGWA. Zanu-PF leader
2017-11-22 17:20:00	CNNW	48	CNNW_20171122_170000_Inside_Politics/start/1200	3 MISSING AFI'ER NAW TRANSPORT PLANE CRASH OFF JAPAN. . Crash off Okinawa the latest in string of incidents for 7th Fleet\n3 MISSING AFI'ER NAW TRANSPORT PLANE CRASH OFF JAPAN. . 11 were on board; 8 rescued said to be in good condition
2017-11-22 17:21:00	CNNW	47	CNNW_20171122_170000_Inside_Politics/start/1260	DMZ FOOTAGE SHOWS NORTH KOREAN SOLDIER FLEEING COUNTRY\n3 MISSING AFI'ER NAW TRANSPORT PLANE CRASH OFF JAPAN. . Crash off Okinawa the latest in string of incidents for 7th Fleet
2017-11-22 17:21:00	MSNBCW	58	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1260	NAW: 8 RESCUED, 3 STILL MISSING AFI'ER PLANE CRASH NEAR JAPAN\nPENTAGON INVESTIGATING ALLEGED CONTACT BETWEEN. WH MILITARY PERSONNEL FOREIGN WOMEN IN ASIA
2017-11-22 17:22:00	BBCNEWS	55	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1320	ZIMBABWE'S FUTURE. Emmerson Mnangagwa has returned to Zimbabwe\nEMMERSON MNANGAGWA. Zanu-PF leader
2017-11-22 17:22:00	CNNW	8	CNNW_20171122_170000_Inside_Politics/start/1320	DMZ FOOTAGE SHOWS NORTH KOREAN SOLDIER FLEEING COUNTRY\nTHE TRUMP AGENDA
2017-11-22 17:22:00	FOXNEWSW	4	FOXNEWSW_20171122_170000_Outnumbered/start/1320	DESANTIS (R-FL): TAXPAYER MONEY SHOULD NOT BE. A I A ' A I I ' I A ' I A A |A I A I
2017-11-22 17:22:00	MSNBCW	57	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1320	PENTAGON INVESTIGATING ALLEGED CONTACT BETWEEN. WH MILITARY PERSONNEL FOREIGN WOMEN IN ASIA
2017-11-22 17:23:00	BBCNEWS	62	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1380	ZIMBABWE'S FUTURE. Emmerson Mnangagwa has returned to Zimbabwe
2017-11-22 17:23:00	FOXNEWSW	18	FOXNEWSW_20171122_170000_Outnumbered/start/1380	RUMP: RELEASE THE NAMES OF LAWMAKERS WHO. _ A I I A _ A ' A AA L A H
2017-11-22 17:24:00	BBCNEWS	45	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1440	ZIMBABWE'S FUTURE. Emmerson Mnangagwa has returned to Zimbabwe\nZIMBABWE'S FUTURE. Mnangagwa: l have survived attempts on my life
2017-11-22 17:24:00	FOXNEWSW	20	FOXNEWSW_20171122_170000_Outnumbered/start/1440	HETHER CONGRESS NEEDS MORE TRANSPARENCY. x I H x I A _ A ' A .. L A H
2017-11-22 17:24:00	MSNBCW	48	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1440	TRUMP RIPS INTO UCLA PLAYER'S DAD AS \"UNGRATEFUL FOOL!\
2017-11-22 17:25:00	BBCNEWS	26	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1500	ZIMBABWE'S FUTURE. Mnangagwa: We are witnessing the start O1 democracy\nZIMBABWE'S FUTURE. Mnangagwa: l have survived attempts on my life\nEMMERSON MNANGAGWA. Zanu-PF leader
2017-11-22 17:25:00	CNNW	4	CNNW_20171122_170000_Inside_Politics/start/1500	I SATURDAY 7P
2017-11-22 17:26:00	CNNW	16	CNNW_20171122_170000_Inside_Politics/start/1560	TRUMP THANKFUL FOR COURT ACCOMPLISHMENTS\n1-8OO-831-37OO mesobook.com. . Mesothelioma Book\nJohn King
2017-11-22 17:26:00	FOXNEWSW	13	FOXNEWSW_20171122_170000_Outnumbered/start/1560	n. I'l'kll IAAncncn
2017-11-22 17:26:00	MSNBCW	47	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1560	WH: TRUMP & PUTIN ALSO TALKED AFGHANISTAN, UKRAINE\nWH: TRUMP TALKED N. KOREA, SYRIA, IRAN. IN HOUR-LONG PHONE CALL WITH PUTIN
2017-11-22 17:27:00	BBCNEWS	56	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1620	ZIMBABWE'S FUTURE. Mnangagwa: We are witnessing the start of new democracy\nEMMERSON MNANGAGWA. Zanu-PF leader
2017-11-22 17:27:00	CNNW	50	CNNW_20171122_170000_Inside_Politics/start/1620	TRUMP: JUDGE APPOINTMENTS CAN HAVE 4O-YEAR IMPACT\nTRUMP THANKFUL FOR COURT ACCOMPLISHMENTS
2017-11-22 17:27:00	MSNBCW	37	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1620	WH: TRUMP, PUTIN \"STRESSED\" NEED \"TO PEACEFULLY RESOLVE\" SYRIAN WAR\nTRUMP ADMIN. ENDING \"TEMPORARY PROTECTED STATUS\" FOR HAITIANS
2017-11-22 17:28:00	BBCNEWS	61	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1680	ZIMBABWE'S FUTURE. Mnangagwa: We are witnessing the start of new democracy
2017-11-22 17:28:00	CNNW	26	CNNW_20171122_170000_Inside_Politics/start/1680	DEMOCRATIC LAWYER ON THE POTENTIAL TRUMP HAS TO 'PACK COURTS'\nNUMBER OF VACANCIES COULD GROW WITH AGING BENCH\nDEMOCRATIC LAWYER ON THE POTENTIAL TRUMP HAS TO 'PACK COURTS'. . Ryan Lizza The New...
2017-11-22 17:28:00	MSNBCW	37	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1680	TRUMP ADMIN. ENDING \"TEMPORARY PROTECTED STATUS\" FOR HAITIANS\nTRUMP ADMIN. TELLING THOUSANDS OF HAITIANS TO LEAVE U.S. BY 2O19
2017-11-22 17:29:00	CNNW	62	CNNW_20171122_170000_Inside_Politics/start/1740	DEMOCRATIC LAWYER ON THE POTENTIAL TRUMP HAS TO 'PACK COURTS'
2017-11-22 17:29:00	MSNBCW	21	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1740	TRUMP ADMIN. TELLING THOUSANDS OF HAITIANS TO LEAVE U.S. BY 2O19\nHOMELAND SECURITY DEPT; \"EXTRAORDINARY BUT TEMPORARY. CONDITIONS\" CAUSED BY 2O1O HAITI EARTHQUAKE \"NO LONGER EXIST\"\nTRUMP ADMIN. SAYS...
2017-11-22 17:30:00	BBCNEWS	56	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1800	ZIMBABWE'S FUTURE. Mnangagwa: Will of the people will always succeed\nEMMERSON MNANGAGWA. Zanu-PF leader
2017-11-22 17:30:00	CNNW	16	CNNW_20171122_170000_Inside_Politics/start/1800	MURKOWSKI SUPPORTS REPEALING INDIVIDUAL MANDATE. . Stops short of supporting entire GOP tax bill\nDEMOCRATIC LAWYER ON THE POTENTIAL TRUMP HAS TO 'PACK COURTS'\nDEM LAWYER: TRUMP HAS POTENTIAL TO \u201cPACK COURTS\u201c\nGOP'S MURKOWSKI...
2017-11-22 17:30:00	FOXNEWSW	7	FOXNEWSW_20171122_170000_Outnumbered/start/1800	FIRM BEHIND CONTROVERSIAL TRUMP DOSSIER. ' A I I ' L A I ' ' A ' ' I x ' AA
2017-11-22 17:30:00	MSNBCW	39	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1800	DEM. SEN. COONS REQUESTS HEARING ON. \"PRESIDENTIAL INTERFERENCE\" WITH JUSTICE DEPT.\nTOP FEDERAL PROSECUTOR RESIGNS TO CLEAR. WAY FOR TRUMP TO APPOINT REPLACEMENT
2017-11-22 17:31:00	BBCNEWS	24	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1860	ZIMBABWE'S FUTURE. Mnangagwa: l have survived attempts on my life\nZIMBABWE'S FUTURE. Mnangagwa: We are witnessing the start of new democracy\nZIMBABWE'S FUTURE. Mnangagwa: Will of the people will...
2017-11-22 17:31:00	CNNW	60	CNNW_20171122_170000_Inside_Politics/start/1860	MURKOWSKI SUPPORTS REPEALING INDIVIDUAL MANDATE. . Stops short of supporting entire GOP tax bill
2017-11-22 17:31:00	FOXNEWSW	10	FOXNEWSW_20171122_170000_Outnumbered/start/1860	COURT DOCS: FUSION GPS MADE PAYMENTS TO. _ ' I ' A A l I A A A I . 1 I
2017-11-22 17:32:00	BBCNEWS	12	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1920	BUDGET 2O17. Chancellor has delivered tax and spending plans\nBUDGET 2O17. Growth forecasts downgraded for next four years\nBUDGET 2O17. OBR: Debt to peak this year then fall as share O1...
2017-11-22 17:32:00	CNNW	45	CNNW_20171122_170000_Inside_Politics/start/1920	SENATE HOPES TO VOTE ON GOP TAX PLAN NEXT WEEK\nSENATOR: COHN FAKED BAD CONNECTION TO GET OFF TRUMP CALL. . . . Sen. Tom Carper (D) Delaware
2017-11-22 17:32:00	MSNBCW	15	MSNBCW_20171122_170000_Andrea_Mitchell_Reports/start/1920	DEM. SEN. COONS REQUESTS HEARING ON. \"PRESIDENTIAL INTERFERENCE\" WITH JUSTICE DEPT.\nUNDER THE HOOD
2017-11-22 17:33:00	BBCNEWS	20	BBCNEWS_20171122_170000_BBC_News_at_Five/start/1980	BUDGET 2O17. Productivity Investment fund rises to to over \u00a331 bn\nBUDGET 2O17. Chancellor: Public borrowing 1O lall every year to 2O23\nBUDGET 2O17. OBR delivers assessment of Chancellor\u2019s...
2017-11-22 17:33:00	CNNW	56	CNNW_20171122_170000_Inside_Politics/start/1980	SENATOR: COHN FAKED BAD CONNECTION TO GET OFF TRUMP CALL. . . . White House denies Sen. Carper's account of tax call\nSENATOR: COHN FAKED BAD CONNECTION TO GET OFF TRUMP CALL. . . . Sen. Tom Carper (D) Delaware
